LoanID,Age,Income,LoanAmount,CreditScore,InterestRate,DTIRatio,Risk_Category,DefaultStatus,Income_Segment,Loan_Size_Category,Customer_Age_Group,Compliance_Status
67M6VP4B01,66,104832.00,167876.00,501,3.98,0.74,"Low Risk",0,"High Income","Large Loan","Senior Customers",Compliant
DGC81WU84L,30,113009.00,242225.00,557,5.55,0.44,"Medium Risk",0,"High Income","Large Loan","Middle Age Customers",Compliant
JDKGYHJCTP,40,66871.00,85589.00,476,15.97,0.20,"Low Risk",0,"Middle Income","Medium Loan","Middle Age Customers",Compliant
C7Y7P7CYSO,42,82659.00,173411.00,352,23.51,0.66,"High Risk",1,"High Income","Large Loan","Middle Age Customers","Policy Exception"
F4IHBARHL8,52,53959.00,88207.00,537,7.98,0.42,"Medium Risk",0,"Middle Income","Medium Loan","Senior Customers",Compliant
E39T1AYGS6,58,122456.00,248790.00,601,19.65,0.59,"Low Risk",0,"High Income","Large Loan","Senior Customers",Compliant
4K1GK8564R,47,115420.00,66049.00,727,21.22,0.32,"Low Risk",0,"High Income","Medium Loan","Middle Age Customers",Compliant
8W3G2EUIPS,34,139151.00,227923.00,669,18.17,0.82,"Low Risk",0,"High Income","Large Loan","Middle Age Customers",Compliant
NKHYKL6YT0,66,32738.00,14200.00,688,16.86,0.83,"Low Risk",0,"Middle Income","Small Loan","Senior Customers",Compliant
WAJ2MSQ7RO,37,114988.00,132196.00,440,23.41,0.30,"Low Risk",1,"High Income","Medium Loan","Middle Age Customers","Policy Exception"
QYY2D0R0Q6,65,50932.00,73127.00,752,21.79,0.57,"Low Risk",0,"Middle Income","Medium Loan","Senior Customers",Compliant
P8GGPE5W74,42,99273.00,70937.00,748,15.43,0.48,"Low Risk",0,"High Income","Medium Loan","Middle Age Customers",Compliant
IOVWQ3LFXE,39,145601.00,249454.00,623,10.70,0.32,"Medium Risk",0,"High Income","Large Loan","Middle Age Customers",Compliant
WXOQ8W4AYG,30,62395.00,138641.00,592,13.52,0.68,"Low Risk",0,"Middle Income","Medium Loan","Middle Age Customers",Compliant
RS29CL78PB,36,121927.00,47143.00,337,21.31,0.26,"Low Risk",0,"High Income","Small Loan","Middle Age Customers",Compliant
7S4QDYMBPK,66,54013.00,52620.00,496,10.53,0.71,"High Risk",0,"Middle Income","Medium Loan","Senior Customers",Compliant
6GAGEK3XRE,53,46050.00,7304.00,676,23.73,0.39,"Medium Risk",0,"Middle Income","Small Loan","Senior Customers",Compliant
A85A9QB3J5,29,36131.00,187481.00,313,2.36,0.37,"Low Risk",1,"Middle Income","Large Loan","Young Customers","Policy Exception"
OG4AN3JO2S,58,58922.00,195636.00,737,3.70,0.84,"Low Risk",0,"Middle Income","Large Loan","Senior Customers",Compliant
NXJOM07G18,36,39962.00,116209.00,319,16.50,0.51,"High Risk",0,"Middle Income","Medium Loan","Middle Age Customers","Policy Exception"
BJNH0T931V,29,103750.00,68870.00,578,4.43,0.53,"Low Risk",0,"High Income","Medium Loan","Young Customers",Compliant
URFB9XJ8CP,26,39647.00,204999.00,486,19.99,0.82,"High Risk",0,"Middle Income","Large Loan","Young Customers","Policy Exception"
D8HZKLTGO7,24,144827.00,25501.00,833,3.47,0.87,"Low Risk",0,"High Income","Small Loan","Young Customers",Compliant
A82ZOHCMXD,45,48255.00,82564.00,612,13.12,0.58,"Low Risk",0,"Middle Income","Medium Loan","Middle Age Customers",Compliant
VY04XKVZDJ,31,51964.00,214730.00,619,2.17,0.41,"Medium Risk",0,"Middle Income","Large Loan","Middle Age Customers",Compliant
KY3S6SI52F,48,43860.00,237626.00,532,15.57,0.49,"Medium Risk",0,"Middle Income","Large Loan","Middle Age Customers",Compliant
504YS9TGBJ,69,131923.00,58692.00,672,24.54,0.12,"Low Risk",0,"High Income","Medium Loan","Senior Customers",Compliant
SLMQJ3U599,36,97891.00,79397.00,412,22.22,0.25,"Low Risk",1,"High Income","Medium Loan","Middle Age Customers",Compliant
LTXDVGNKCU,64,55986.00,222806.00,840,14.61,0.74,"Low Risk",0,"Middle Income","Large Loan","Senior Customers",Compliant
P2G1GXKVGF,33,58386.00,69864.00,485,20.29,0.23,"Low Risk",0,"Middle Income","Medium Loan","Middle Age Customers",Compliant
62UIBIHXWI,22,134935.00,132709.00,344,4.63,0.50,"Low Risk",1,"High Income","Medium Loan","Young Customers","Policy Exception"
DBUD6HCECN,52,91007.00,90820.00,664,14.21,0.67,"Low Risk",0,"High Income","Medium Loan","Senior Customers",Compliant
PVT2GG3LB1,29,36472.00,227183.00,569,4.47,0.63,"Low Risk",1,"Middle Income","Large Loan","Young Customers",Compliant
JFY6OQPWLO,42,121262.00,10353.00,701,6.45,0.65,"Low Risk",0,"High Income","Small Loan","Middle Age Customers",Compliant
RGHUMMAO3S,69,131703.00,203969.00,602,15.93,0.51,"Low Risk",0,"High Income","Large Loan","Senior Customers",Compliant
MX0JOWEOG8,38,34839.00,38124.00,467,5.62,0.50,"Low Risk",0,"Middle Income","Small Loan","Middle Age Customers",Compliant
WTV86PO1XB,53,126663.00,193536.00,741,18.84,0.68,"Low Risk",0,"High Income","Large Loan","Senior Customers",Compliant
NANTEGC9KD,40,103974.00,195994.00,340,22.85,0.30,"Low Risk",0,"High Income","Large Loan","Middle Age Customers","Policy Exception"
KW4UXZ0CUQ,33,91041.00,119093.00,419,12.81,0.87,"High Risk",0,"High Income","Medium Loan","Middle Age Customers","Policy Exception"
KTX6LB8L00,56,54021.00,124721.00,308,19.99,0.46,"Low Risk",0,"Middle Income","Medium Loan","Senior Customers","Policy Exception"
XQ2KN1CH7L,62,109877.00,37246.00,477,2.61,0.26,"Low Risk",0,"High Income","Small Loan","Senior Customers",Compliant
TNHWYKIH25,59,110061.00,123452.00,668,11.90,0.59,"Low Risk",0,"High Income","Medium Loan","Senior Customers",Compliant
L1QQEUKTSH,56,81015.00,191300.00,834,22.26,0.70,"Low Risk",0,"High Income","Large Loan","Senior Customers",Compliant
B7CM9LCQEH,31,68831.00,138497.00,707,21.96,0.66,"Low Risk",0,"Middle Income","Medium Loan","Middle Age Customers",Compliant
I2FQK7Q3JU,48,47660.00,41956.00,472,4.08,0.87,"High Risk",0,"Middle Income","Small Loan","Middle Age Customers",Compliant
ORNGVCCD2L,22,53734.00,113753.00,631,8.43,0.80,"Low Risk",0,"Middle Income","Medium Loan","Young Customers",Compliant
LSE4UTPAEL,52,57406.00,109322.00,439,11.03,0.25,"Low Risk",0,"Middle Income","Medium Loan","Senior Customers","Policy Exception"
MJ0XCJYJNN,40,134076.00,75208.00,615,13.16,0.66,"Low Risk",0,"High Income","Medium Loan","Middle Age Customers",Compliant
LJYVQM3FKQ,46,19198.00,16132.00,669,3.78,0.68,"Low Risk",1,"Low Income","Small Loan","Middle Age Customers",Compliant
JH3XGYDVKG,60,126835.00,157586.00,347,10.93,0.57,"High Risk",0,"High Income","Large Loan","Senior Customers","Policy Exception"
UJYY4LPOZW,28,132930.00,153620.00,783,20.31,0.53,"Low Risk",1,"High Income","Large Loan","Young Customers",Compliant
PFVIH6MW2T,35,83909.00,40691.00,431,23.32,0.72,"High Risk",1,"High Income","Small Loan","Middle Age Customers",Compliant
A4D4P4VQOL,64,125754.00,12900.00,757,19.16,0.16,"Low Risk",0,"High Income","Small Loan","Senior Customers",Compliant
BVN13ILGZD,29,55184.00,90621.00,587,20.58,0.50,"Medium Risk",0,"Middle Income","Medium Loan","Young Customers",Compliant
KI7BW598M0,26,93963.00,147823.00,595,21.94,0.43,"Medium Risk",0,"High Income","Medium Loan","Young Customers",Compliant
Z0CTBGAFOH,27,21833.00,69199.00,785,3.40,0.51,"Low Risk",0,"Low Income","Medium Loan","Young Customers",Compliant
F2QNV6TNYX,61,146596.00,222080.00,564,23.95,0.27,"Low Risk",0,"High Income","Large Loan","Senior Customers",Compliant
ARDPLENPGM,34,120755.00,245717.00,816,15.98,0.30,"Low Risk",0,"High Income","Large Loan","Middle Age Customers",Compliant
Z4ZI2OS310,55,38306.00,102159.00,504,19.26,0.87,"Low Risk",1,"Middle Income","Medium Loan","Senior Customers",Compliant
SHE6MHKOP5,24,114481.00,131097.00,804,16.74,0.41,"Low Risk",0,"High Income","Medium Loan","Young Customers",Compliant
DH5B9YZT9K,63,92711.00,95539.00,523,5.78,0.42,"Medium Risk",0,"High Income","Medium Loan","Senior Customers",Compliant
E8O3BJ8M14,30,118618.00,155743.00,333,3.10,0.59,"High Risk",0,"High Income","Large Loan","Middle Age Customers","Policy Exception"
WS1T8DPBMN,57,125474.00,45425.00,309,24.11,0.28,"Low Risk",0,"High Income","Small Loan","Senior Customers",Compliant
GFVYY784EB,59,93179.00,84983.00,777,15.68,0.16,"Low Risk",0,"High Income","Medium Loan","Senior Customers",Compliant
R3IN3FWLP3,26,141696.00,224544.00,560,18.78,0.30,"Medium Risk",0,"High Income","Large Loan","Young Customers",Compliant
2N28Q0TGJK,67,88378.00,128283.00,455,19.26,0.52,"High Risk",1,"High Income","Medium Loan","Senior Customers","Policy Exception"
XSE2Q9FAXP,44,91816.00,44666.00,418,9.10,0.39,"Low Risk",0,"High Income","Small Loan","Middle Age Customers",Compliant
8O1QPWCWYC,19,44942.00,174008.00,368,14.23,0.21,"Low Risk",1,"Middle Income","Large Loan","Young Customers","Policy Exception"
F9VVMJSNSS,22,32454.00,223883.00,629,20.27,0.72,"Low Risk",1,"Middle Income","Large Loan","Young Customers",Compliant
82RVNE7HCB,46,105315.00,114102.00,794,12.20,0.64,"Low Risk",0,"High Income","Medium Loan","Middle Age Customers",Compliant
QBCCODQNXL,54,145983.00,129773.00,386,15.25,0.64,"High Risk",0,"High Income","Medium Loan","Senior Customers","Policy Exception"
SVFF2EJEHI,55,28647.00,91197.00,776,24.10,0.50,"Low Risk",0,"Low Income","Medium Loan","Senior Customers",Compliant
92A029ST5W,36,107236.00,11586.00,300,7.74,0.83,"High Risk",0,"High Income","Small Loan","Middle Age Customers",Compliant
A1ZJ0CW07N,25,70217.00,94750.00,488,11.64,0.26,"Low Risk",0,"High Income","Medium Loan","Young Customers",Compliant
MCE5RJ46PH,65,101634.00,81049.00,328,7.77,0.27,"Low Risk",0,"High Income","Medium Loan","Senior Customers",Compliant
QB3F1TK6ZD,62,47752.00,169871.00,615,4.37,0.40,"Medium Risk",0,"Middle Income","Large Loan","Senior Customers",Compliant
95TOWRWJNS,18,120840.00,13027.00,663,20.29,0.45,"Medium Risk",1,"High Income","Small Loan","Young Customers",Compliant
XXQ3Y5LQM8,39,25825.00,76868.00,308,8.23,0.47,"Low Risk",0,"Low Income","Medium Loan","Middle Age Customers",Compliant
ZTP8MYTL1O,69,68411.00,97233.00,460,2.41,0.50,"Low Risk",0,"Middle Income","Medium Loan","Senior Customers",Compliant
MVQ8AB3FGB,34,91967.00,130109.00,550,20.99,0.49,"Medium Risk",0,"High Income","Medium Loan","Middle Age Customers",Compliant
5SA5A9MWNH,24,70364.00,216200.00,587,4.24,0.48,"Medium Risk",0,"High Income","Large Loan","Young Customers",Compliant
9JVKIC51K1,42,86344.00,190810.00,560,22.61,0.19,"Low Risk",0,"High Income","Large Loan","Middle Age Customers",Compliant
4KNMFSZ37M,62,111857.00,87183.00,589,8.33,0.34,"Medium Risk",0,"High Income","Medium Loan","Senior Customers",Compliant
A796CAOEKU,21,57197.00,109129.00,627,9.99,0.72,"Low Risk",0,"Middle Income","Medium Loan","Young Customers",Compliant
LZULZGBMO7,53,21299.00,62200.00,457,18.48,0.50,"Low Risk",0,"Low Income","Medium Loan","Senior Customers",Compliant
QSGPPNOK1C,23,19611.00,213162.00,809,19.94,0.71,"Low Risk",1,"Low Income","Large Loan","Young Customers",Compliant
TJLJ7SECQM,48,73186.00,129563.00,507,7.43,0.67,"Low Risk",0,"High Income","Medium Loan","Middle Age Customers",Compliant
L3CSI5EFXG,36,122569.00,80033.00,804,14.03,0.68,"Low Risk",0,"High Income","Medium Loan","Middle Age Customers",Compliant
AIH41FXV88,61,81837.00,15021.00,703,4.68,0.71,"Low Risk",0,"High Income","Small Loan","Senior Customers",Compliant
U8D9DAIQQK,56,145713.00,120536.00,403,3.12,0.15,"Low Risk",0,"High Income","Medium Loan","Senior Customers","Policy Exception"
JW6HWTZDKD,44,108365.00,65041.00,448,6.83,0.37,"Low Risk",1,"High Income","Medium Loan","Middle Age Customers",Compliant
VH80M08JGN,27,74053.00,80444.00,495,16.90,0.15,"Low Risk",1,"High Income","Medium Loan","Young Customers",Compliant
X7GAIIF6F5,43,48337.00,231671.00,830,15.90,0.38,"Low Risk",0,"Middle Income","Large Loan","Middle Age Customers",Compliant
XGJHQ3ZFJF,36,60638.00,128982.00,427,19.14,0.22,"Low Risk",0,"Middle Income","Medium Loan","Middle Age Customers","Policy Exception"
MCICISRLFQ,56,102674.00,84171.00,330,14.80,0.64,"High Risk",0,"High Income","Medium Loan","Senior Customers",Compliant
P509TC0C3M,20,80452.00,14579.00,805,24.02,0.71,"Low Risk",0,"High Income","Small Loan","Young Customers",Compliant
5T9ATKJLPH,62,41459.00,36346.00,824,19.03,0.87,"Low Risk",0,"Middle Income","Small Loan","Senior Customers",Compliant
7PC51ILPJS,30,73574.00,105980.00,732,19.66,0.57,"Low Risk",0,"High Income","Medium Loan","Middle Age Customers",Compliant
MM5XEBU7ZI,67,112686.00,32856.00,506,18.19,0.17,"Low Risk",0,"High Income","Small Loan","Senior Customers",Compliant
ZHR67OVXO5,45,36866.00,48693.00,656,11.22,0.69,"Low Risk",0,"Middle Income","Small Loan","Middle Age Customers",Compliant
1ZA1URTWA2,37,44856.00,8748.00,753,20.61,0.43,"Low Risk",0,"Middle Income","Small Loan","Middle Age Customers",Compliant
HX4KFW5BTW,45,103663.00,222549.00,794,11.27,0.30,"Low Risk",0,"High Income","Large Loan","Middle Age Customers",Compliant
9GFTMACQVE,25,94821.00,174217.00,843,23.54,0.34,"Low Risk",1,"High Income","Large Loan","Young Customers",Compliant
SLTT93Y2WB,58,22604.00,52746.00,450,15.14,0.52,"High Risk",0,"Low Income","Medium Loan","Senior Customers",Compliant
CHUJ7Q4IF6,56,129759.00,166120.00,796,8.05,0.47,"Low Risk",0,"High Income","Large Loan","Senior Customers",Compliant
VQP9PJXSMB,18,61818.00,31390.00,337,10.29,0.11,"Low Risk",0,"Middle Income","Small Loan","Young Customers",Compliant
B5XGH0FQ1E,20,108799.00,189046.00,762,14.46,0.17,"Low Risk",0,"High Income","Large Loan","Young Customers",Compliant
2A8VVBIX7N,30,48943.00,218349.00,620,5.93,0.73,"Low Risk",0,"Middle Income","Large Loan","Middle Age Customers",Compliant
BLPZP9DMUJ,45,20871.00,218799.00,634,15.67,0.73,"Low Risk",0,"Low Income","Large Loan","Middle Age Customers",Compliant
6TR6T425TP,66,144062.00,145109.00,581,16.73,0.76,"Low Risk",0,"High Income","Medium Loan","Senior Customers",Compliant
L4ULRGZYFN,42,21265.00,99282.00,335,14.00,0.72,"High Risk",0,"Low Income","Medium Loan","Middle Age Customers",Compliant
A9H62592SC,50,53067.00,111292.00,462,21.07,0.28,"Low Risk",0,"Middle Income","Medium Loan","Middle Age Customers","Policy Exception"
DJ0GMZ0SIY,55,123249.00,178586.00,630,7.68,0.29,"Low Risk",0,"High Income","Large Loan","Senior Customers",Compliant
33ACHVS35U,23,92437.00,166994.00,604,15.82,0.72,"Low Risk",0,"High Income","Large Loan","Young Customers",Compliant
90HDWHF5SJ,61,104085.00,65261.00,728,18.02,0.12,"Low Risk",0,"High Income","Medium Loan","Senior Customers",Compliant
8X85XOWW0Q,62,53827.00,128033.00,598,19.37,0.29,"Low Risk",0,"Middle Income","Medium Loan","Senior Customers",Compliant
GHQO4YSOVS,49,106471.00,160262.00,642,15.60,0.74,"Low Risk",1,"High Income","Large Loan","Middle Age Customers",Compliant
S1LP78A9P8,62,96521.00,9538.00,777,17.17,0.65,"Low Risk",0,"High Income","Small Loan","Senior Customers",Compliant
7MAZ0NORP3,64,78932.00,186400.00,608,7.96,0.21,"Low Risk",0,"High Income","Large Loan","Senior Customers",Compliant
4F30REG6OC,38,87969.00,88490.00,324,22.66,0.72,"High Risk",0,"High Income","Medium Loan","Middle Age Customers",Compliant
07FQYR7LI4,33,102732.00,47841.00,787,12.07,0.46,"Low Risk",0,"High Income","Small Loan","Middle Age Customers",Compliant
1JVPT9WO7Z,38,132032.00,5437.00,314,17.37,0.25,"Low Risk",0,"High Income","Small Loan","Middle Age Customers",Compliant
2CP27VTPK3,28,77002.00,82577.00,653,16.17,0.35,"Medium Risk",1,"High Income","Medium Loan","Young Customers",Compliant
XV3HI1SVLY,54,113642.00,58679.00,569,19.85,0.15,"Low Risk",1,"High Income","Medium Loan","Senior Customers",Compliant
9IYHR19PQ1,53,92113.00,125018.00,823,9.19,0.66,"Low Risk",0,"High Income","Medium Loan","Senior Customers",Compliant
HEVNO6RDXX,52,148109.00,67427.00,648,14.21,0.75,"Low Risk",0,"High Income","Medium Loan","Senior Customers",Compliant
1XZA858AK0,36,94862.00,74190.00,781,8.30,0.87,"Low Risk",0,"High Income","Medium Loan","Middle Age Customers",Compliant
G6097FM7KL,37,116214.00,66346.00,776,7.53,0.39,"Low Risk",0,"High Income","Medium Loan","Middle Age Customers",Compliant
2JTAV6VA06,35,64809.00,34647.00,696,6.77,0.81,"Low Risk",0,"Middle Income","Small Loan","Middle Age Customers",Compliant
KLWT74EBZS,64,125704.00,163780.00,508,10.67,0.53,"Low Risk",0,"High Income","Large Loan","Senior Customers",Compliant
26O6AEWA9J,58,86137.00,80907.00,673,20.61,0.15,"Low Risk",1,"High Income","Medium Loan","Senior Customers",Compliant
G5GY8TKVO1,66,29151.00,248581.00,763,5.12,0.51,"Low Risk",0,"Low Income","Large Loan","Senior Customers",Compliant
C1GXRGGOTR,31,25217.00,57199.00,714,12.07,0.35,"Low Risk",0,"Low Income","Medium Loan","Middle Age Customers",Compliant
O547ER79JS,32,63094.00,101109.00,403,9.05,0.82,"High Risk",0,"Middle Income","Medium Loan","Middle Age Customers","Policy Exception"
34YX4HUW94,48,82128.00,104769.00,301,24.21,0.61,"High Risk",0,"High Income","Medium Loan","Middle Age Customers","Policy Exception"
ZBOOTQ4870,18,109479.00,218820.00,312,20.69,0.83,"High Risk",1,"High Income","Large Loan","Young Customers","Policy Exception"
3JDJ73960Y,20,86051.00,158886.00,334,6.91,0.54,"High Risk",0,"High Income","Large Loan","Young Customers","Policy Exception"
YWQ7SAE4N4,33,52794.00,127292.00,699,17.51,0.81,"Low Risk",0,"Middle Income","Medium Loan","Middle Age Customers",Compliant
QD6F0NDU0G,40,85874.00,107717.00,480,2.79,0.28,"Low Risk",0,"High Income","Medium Loan","Middle Age Customers","Policy Exception"
S0IVCWQ67O,28,137644.00,62712.00,674,10.06,0.73,"Low Risk",0,"High Income","Medium Loan","Young Customers",Compliant
N5NPUCIXV6,29,64773.00,104508.00,522,23.97,0.63,"Low Risk",0,"Middle Income","Medium Loan","Young Customers",Compliant
LZBOU0SB55,27,148529.00,170260.00,613,22.31,0.84,"Low Risk",0,"High Income","Large Loan","Young Customers",Compliant
KEDPVEC4Q9,49,139868.00,22175.00,729,8.67,0.68,"Low Risk",0,"High Income","Small Loan","Middle Age Customers",Compliant
NPLUYVYLAL,33,77424.00,119238.00,587,5.17,0.84,"Low Risk",0,"High Income","Medium Loan","Middle Age Customers",Compliant
P9L4U6L4KB,25,80934.00,249065.00,364,11.51,0.85,"High Risk",1,"High Income","Large Loan","Young Customers","Policy Exception"
F3XMK94G5Y,55,143526.00,155897.00,650,24.21,0.82,"Low Risk",0,"High Income","Large Loan","Senior Customers",Compliant
J8KDPTH8S9,29,96978.00,108525.00,418,14.12,0.18,"Low Risk",0,"High Income","Medium Loan","Young Customers","Policy Exception"
2SZB6JY89D,41,102768.00,13009.00,448,4.87,0.11,"Low Risk",0,"High Income","Small Loan","Middle Age Customers",Compliant
M76N3EYBYB,45,63714.00,56950.00,347,14.18,0.23,"Low Risk",0,"Middle Income","Medium Loan","Middle Age Customers",Compliant
667LCFWAML,25,92519.00,143101.00,497,3.35,0.28,"Low Risk",0,"High Income","Medium Loan","Young Customers","Policy Exception"
CKYU6HQ5CS,45,140979.00,166309.00,697,5.71,0.45,"Medium Risk",0,"High Income","Large Loan","Middle Age Customers",Compliant
XJ3I7E8RMB,53,117017.00,161694.00,499,7.08,0.35,"Low Risk",0,"High Income","Large Loan","Senior Customers","Policy Exception"
TU6BEZ9IT1,43,47632.00,160079.00,365,11.07,0.81,"High Risk",0,"Middle Income","Large Loan","Middle Age Customers","Policy Exception"
FR62UCAPU9,25,143591.00,245032.00,319,5.98,0.41,"Low Risk",0,"High Income","Large Loan","Young Customers","Policy Exception"
WWU7YMGODJ,67,83790.00,232334.00,845,23.65,0.65,"Low Risk",0,"High Income","Large Loan","Senior Customers",Compliant
WC18CXDEQA,45,146632.00,72902.00,839,3.98,0.78,"Low Risk",0,"High Income","Medium Loan","Middle Age Customers",Compliant
P0N8T0L3V4,45,143041.00,114534.00,732,9.66,0.22,"Low Risk",0,"High Income","Medium Loan","Middle Age Customers",Compliant
T32ZCPKZPG,54,46207.00,214263.00,582,11.07,0.74,"Low Risk",0,"Middle Income","Large Loan","Senior Customers",Compliant
HLZYYBI0DV,58,52081.00,48043.00,593,23.45,0.25,"Low Risk",0,"Middle Income","Small Loan","Senior Customers",Compliant
HMVT02HG9C,53,135175.00,182663.00,474,23.93,0.26,"Low Risk",0,"High Income","Large Loan","Senior Customers","Policy Exception"
6CUKN44RX2,44,85831.00,214662.00,749,5.29,0.13,"Low Risk",0,"High Income","Large Loan","Middle Age Customers",Compliant
FQTGEG3E5C,34,67581.00,160023.00,583,11.52,0.84,"Low Risk",0,"Middle Income","Large Loan","Middle Age Customers",Compliant
6DXSUN6BJH,26,138475.00,225937.00,495,20.16,0.60,"High Risk",1,"High Income","Large Loan","Young Customers","Policy Exception"
BGQUWBWTPZ,50,41553.00,124863.00,340,10.29,0.15,"Low Risk",0,"Middle Income","Medium Loan","Middle Age Customers","Policy Exception"
4E5Z8UDYI8,37,57716.00,246815.00,713,23.45,0.90,"Low Risk",0,"Middle Income","Large Loan","Middle Age Customers",Compliant
LAELVCWEOV,30,117642.00,76263.00,819,7.59,0.65,"Low Risk",0,"High Income","Medium Loan","Middle Age Customers",Compliant
NXUGONSCVU,45,90796.00,97171.00,736,20.93,0.51,"Low Risk",1,"High Income","Medium Loan","Middle Age Customers",Compliant
Q54ZEJXO3N,65,97232.00,149339.00,373,24.79,0.88,"High Risk",0,"High Income","Medium Loan","Senior Customers","Policy Exception"
SXPN7MZ9S1,46,55412.00,42767.00,576,20.00,0.85,"Low Risk",0,"Middle Income","Small Loan","Middle Age Customers",Compliant
RBZXHZFK8C,30,47135.00,129834.00,546,9.18,0.48,"Medium Risk",0,"Middle Income","Medium Loan","Middle Age Customers",Compliant
1XE58WB7LK,63,106724.00,27824.00,395,20.37,0.59,"High Risk",0,"High Income","Small Loan","Senior Customers",Compliant
XNRK83ZR6I,52,105415.00,96009.00,844,12.94,0.89,"Low Risk",0,"High Income","Medium Loan","Senior Customers",Compliant
QF7N49LCOY,23,104341.00,51096.00,334,17.35,0.22,"Low Risk",1,"High Income","Medium Loan","Young Customers",Compliant
82ARHQQ5X3,35,30091.00,29306.00,441,18.36,0.51,"High Risk",1,"Middle Income","Small Loan","Middle Age Customers",Compliant
MP9YDB6UIQ,68,40264.00,211100.00,783,24.06,0.18,"Low Risk",0,"Middle Income","Large Loan","Senior Customers",Compliant
AYFCKBIO62,22,72962.00,46813.00,743,23.60,0.60,"Low Risk",0,"High Income","Small Loan","Young Customers",Compliant
CHBOAIQUBE,64,58410.00,50769.00,726,23.10,0.75,"Low Risk",0,"Middle Income","Medium Loan","Senior Customers",Compliant
QP27K95N03,42,83631.00,163205.00,585,20.51,0.23,"Low Risk",0,"High Income","Large Loan","Middle Age Customers",Compliant
9QEV8OD47C,19,79808.00,52498.00,567,17.37,0.44,"Medium Risk",0,"High Income","Medium Loan","Young Customers",Compliant
L6MQZUEANL,27,36511.00,47755.00,579,7.02,0.68,"Low Risk",0,"Middle Income","Small Loan","Young Customers",Compliant
Y2YJNJ1WPZ,47,15680.00,180592.00,324,7.36,0.58,"High Risk",1,"Low Income","Large Loan","Middle Age Customers","Policy Exception"
NQS3S0KOCY,67,73442.00,50302.00,391,20.15,0.22,"Low Risk",0,"High Income","Medium Loan","Senior Customers",Compliant
7JB07CK2KN,62,44530.00,197209.00,396,9.38,0.19,"Low Risk",0,"Middle Income","Large Loan","Senior Customers","Policy Exception"
QW09CM9FR5,22,49162.00,99128.00,487,11.41,0.48,"Low Risk",0,"Middle Income","Medium Loan","Young Customers",Compliant
WA7PW7HQD5,50,57785.00,72655.00,495,3.13,0.13,"Low Risk",0,"Middle Income","Medium Loan","Middle Age Customers",Compliant
N7EZVNI7HA,18,87322.00,45345.00,470,12.40,0.85,"High Risk",0,"High Income","Small Loan","Young Customers",Compliant
A5C8AZ9ORQ,35,47163.00,116882.00,380,15.86,0.75,"High Risk",0,"Middle Income","Medium Loan","Middle Age Customers","Policy Exception"
WVA4M94KWU,49,52116.00,56003.00,544,22.35,0.52,"Low Risk",0,"Middle Income","Medium Loan","Middle Age Customers",Compliant
WVBRK1XRQ8,64,79437.00,222086.00,644,19.08,0.55,"Low Risk",0,"High Income","Large Loan","Senior Customers",Compliant
RNVTGVYAHD,66,53677.00,6303.00,739,19.93,0.46,"Low Risk",0,"Middle Income","Small Loan","Senior Customers",Compliant
RRCUD2B5G6,28,48015.00,71220.00,838,10.26,0.58,"Low Risk",0,"Middle Income","Medium Loan","Young Customers",Compliant
VH5WBMTWXS,38,55756.00,68234.00,586,14.24,0.50,"Medium Risk",0,"Middle Income","Medium Loan","Middle Age Customers",Compliant
INFUDIJ98W,43,141475.00,102656.00,472,12.86,0.40,"Low Risk",0,"High Income","Medium Loan","Middle Age Customers","Policy Exception"
UVJGDO37AS,42,124356.00,59306.00,580,16.07,0.18,"Low Risk",0,"High Income","Medium Loan","Middle Age Customers",Compliant
X2XZE6US84,39,88630.00,211642.00,482,18.25,0.14,"Low Risk",1,"High Income","Large Loan","Middle Age Customers","Policy Exception"
OJ6JOXCPEV,44,57907.00,52837.00,742,16.30,0.24,"Low Risk",0,"Middle Income","Medium Loan","Middle Age Customers",Compliant
LVOHK0WJCS,66,95584.00,17103.00,651,20.46,0.83,"Low Risk",0,"High Income","Small Loan","Senior Customers",Compliant
G5RZYYS1VE,30,111951.00,128924.00,571,14.64,0.83,"Low Risk",1,"High Income","Medium Loan","Middle Age Customers",Compliant
EB2K9NB6U5,50,109753.00,12255.00,705,24.80,0.64,"Low Risk",0,"High Income","Small Loan","Middle Age Customers",Compliant
BFMVE3PSU7,51,48730.00,129747.00,644,7.19,0.42,"Medium Risk",0,"Middle Income","Medium Loan","Senior Customers",Compliant
LDTDW3P2WJ,58,120105.00,33481.00,357,9.10,0.10,"Low Risk",0,"High Income","Small Loan","Senior Customers",Compliant
7FXWZ961DJ,52,82693.00,175342.00,652,4.25,0.64,"Low Risk",0,"High Income","Large Loan","Senior Customers",Compliant
L1FAXHEYLL,18,44561.00,161559.00,489,13.18,0.32,"Low Risk",0,"Middle Income","Large Loan","Young Customers","Policy Exception"
UUBV6A9UCQ,38,125893.00,130411.00,464,8.25,0.75,"High Risk",0,"High Income","Medium Loan","Middle Age Customers","Policy Exception"
L4046DB8T4,65,42267.00,45025.00,502,14.57,0.64,"Low Risk",0,"Middle Income","Small Loan","Senior Customers",Compliant
GCKJ2DZWT8,23,134044.00,55689.00,337,24.71,0.13,"Low Risk",0,"High Income","Medium Loan","Young Customers",Compliant
LT7YZPQNH2,45,136240.00,176245.00,767,17.09,0.58,"Low Risk",0,"High Income","Large Loan","Middle Age Customers",Compliant
